id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Age_Group,Alto_Riesgo
240889,male,32,1,28.0,0,< 1 year,yes,37897.0,124.0,187,1,31-40 años,1
240890,female,45,1,8.0,0,1-2 year,yes,2630.0,156.0,278,0,41-50 años,1
240892,male,21,1,50.0,0,< 1 year,yes,27161.0,160.0,25,0,20-30 años,1
240893,male,60,1,41.0,0,1-2 year,yes,51463.0,12.0,99,1,51-60 años,1
240894,female,21,1,6.0,0,1-2 year,yes,2630.0,156.0,271,0,20-30 años,1
240896,male,24,1,25.0,0,< 1 year,yes,17680.0,124.0,260,1,20-30 años,1
240897,female,42,1,8.0,0,1-2 year,yes,32293.0,26.0,149,1,41-50 años,1
240900,female,49,1,40.0,0,1-2 year,yes,51399.0,124.0,146,0,41-50 años,1
240904,female,35,1,28.0,0,1-2 year,yes,49064.0,152.0,188,0,31-40 años,1
240905,male,51,1,35.0,0,1-2 year,yes,26967.0,124.0,99,0,51-60 años,1
240910,female,56,1,18.0,0,1-2 year,yes,21758.0,157.0,101,1,51-60 años,1
240911,male,53,1,8.0,0,> 2 years,yes,55087.0,26.0,103,1,51-60 años,1
240915,male,21,1,26.0,0,< 1 year,yes,2630.0,160.0,228,0,20-30 años,1
240916,male,36,1,3.0,0,> 2 years,yes,31480.0,156.0,46,1,31-40 años,1
240921,female,24,1,36.0,0,< 1 year,yes,34555.0,152.0,186,0,20-30 años,1
240922,female,22,1,5.0,0,< 1 year,yes,16008.0,152.0,109,0,20-30 años,1
240923,female,33,1,7.0,0,1-2 year,yes,30645.0,124.0,64,0,31-40 años,1
240924,male,50,1,39.0,0,1-2 year,yes,2630.0,124.0,72,0,41-50 años,1
240925,female,22,1,9.0,0,< 1 year,yes,51404.0,152.0,81,0,20-30 años,1
240926,female,40,1,28.0,0,1-2 year,yes,24735.0,124.0,171,1,31-40 años,1
240927,male,53,1,20.0,0,> 2 years,yes,2630.0,156.0,101,0,51-60 años,1
240928,male,76,1,38.0,0,1-2 year,yes,28199.0,26.0,167,0,60+ años,1
240930,female,62,1,18.0,0,1-2 year,yes,28556.0,26.0,55,1,60+ años,1
240931,male,49,1,28.0,0,> 2 years,yes,38964.0,26.0,59,1,41-50 años,1
240932,male,65,1,31.0,0,1-2 year,yes,2630.0,124.0,276,0,60+ años,1
240936,female,69,1,28.0,0,> 2 years,yes,34507.0,26.0,192,0,60+ años,1
240937,female,21,1,46.0,0,1-2 year,yes,27878.0,124.0,253,1,20-30 años,1
240942,female,39,1,28.0,0,1-2 year,yes,51636.0,124.0,170,0,31-40 años,1
240943,male,56,1,28.0,0,1-2 year,yes,46402.0,26.0,61,0,51-60 años,1
240944,female,33,1,47.0,0,< 1 year,yes,31317.0,152.0,124,0,31-40 años,1
240947,female,47,1,41.0,0,1-2 year,yes,28765.0,124.0,36,0,41-50 años,1
240951,female,35,1,3.0,0,1-2 year,yes,29344.0,26.0,122,1,31-40 años,1
240953,male,48,1,45.0,0,1-2 year,yes,37573.0,26.0,280,0,41-50 años,1
240955,female,80,1,20.0,0,1-2 year,yes,2630.0,8.0,255,1,60+ años,1
240957,female,49,1,50.0,0,1-2 year,yes,34725.0,8.0,98,0,41-50 años,1
240963,female,45,1,28.0,0,1-2 year,yes,32744.0,124.0,19,0,41-50 años,1
240967,male,53,1,8.0,0,> 2 years,yes,30178.0,124.0,269,0,51-60 años,1
240969,male,70,1,28.0,0,> 2 years,yes,2630.0,122.0,78,0,60+ años,1
240973,female,51,1,41.0,0,1-2 year,yes,35477.0,124.0,173,1,51-60 años,1
240974,male,44,1,28.0,0,1-2 year,yes,60827.0,26.0,54,1,41-50 años,1
240975,female,60,1,28.0,0,1-2 year,yes,43132.0,26.0,112,0,51-60 años,1
240977,female,35,1,8.0,0,1-2 year,yes,32369.0,152.0,54,0,31-40 años,1
240978,female,66,1,28.0,0,> 2 years,yes,48086.0,26.0,246,0,60+ años,1
240980,male,57,1,0.0,0,1-2 year,yes,2630.0,122.0,52,0,51-60 años,1
240981,female,42,1,8.0,0,1-2 year,yes,34368.0,163.0,130,1,41-50 años,1
240982,male,46,1,8.0,0,1-2 year,yes,46771.0,124.0,247,0,41-50 años,1
240983,female,27,1,8.0,0,1-2 year,yes,59772.0,156.0,279,1,20-30 años,1
240984,female,59,1,28.0,0,1-2 year,yes,48295.0,26.0,241,0,51-60 años,1
240985,male,63,1,33.0,0,1-2 year,yes,46197.0,124.0,148,0,60+ años,1
240986,male,51,1,8.0,0,1-2 year,yes,24041.0,124.0,292,0,51-60 años,1
240987,female,22,1,47.0,0,< 1 year,yes,22743.0,152.0,85,0,20-30 años,1
240988,male,44,1,38.0,0,1-2 year,yes,2630.0,156.0,27,0,41-50 años,1
240989,male,80,1,28.0,0,1-2 year,yes,35496.0,25.0,87,0,60+ años,1
240993,male,43,1,28.0,0,1-2 year,yes,45556.0,124.0,221,0,41-50 años,1
240998,female,47,1,28.0,0,> 2 years,yes,2630.0,154.0,40,0,41-50 años,1
241000,male,40,1,3.0,0,1-2 year,yes,2630.0,124.0,138,0,31-40 años,1
241001,male,38,1,48.0,0,1-2 year,yes,2630.0,125.0,156,0,31-40 años,1
241002,male,21,1,14.0,0,< 1 year,yes,2630.0,163.0,133,1,20-30 años,1
241003,female,77,1,8.0,0,> 2 years,yes,35506.0,26.0,19,0,60+ años,1
241006,female,46,1,8.0,0,1-2 year,yes,2630.0,26.0,146,0,41-50 años,1
241007,male,25,1,49.0,0,< 1 year,yes,27212.0,152.0,73,0,20-30 años,1
241008,male,44,1,28.0,0,1-2 year,yes,41130.0,124.0,213,1,41-50 años,1
241009,female,40,1,28.0,0,1-2 year,yes,24719.0,124.0,189,0,31-40 años,1
241011,male,65,1,8.0,0,1-2 year,yes,27064.0,26.0,136,1,60+ años,1
241012,male,35,1,11.0,0,1-2 year,yes,26731.0,154.0,190,1,31-40 años,1
241013,female,79,1,49.0,0,1-2 year,yes,2630.0,26.0,275,0,60+ años,1
241014,female,31,1,45.0,0,1-2 year,yes,27569.0,163.0,144,1,31-40 años,1
241021,female,33,1,28.0,0,< 1 year,yes,43355.0,124.0,270,1,31-40 años,1
241022,male,76,1,28.0,0,1-2 year,yes,69912.0,124.0,78,0,60+ años,1
241023,male,68,1,36.0,0,1-2 year,yes,2630.0,3.0,231,1,60+ años,1
241024,male,21,1,28.0,0,< 1 year,yes,26116.0,163.0,74,1,20-30 años,1
241025,male,42,1,28.0,0,1-2 year,yes,45193.0,124.0,67,0,41-50 años,1
241026,female,78,1,28.0,0,1-2 year,yes,34459.0,124.0,80,0,60+ años,1
241027,male,24,1,23.0,0,< 1 year,yes,28048.0,152.0,213,0,20-30 años,1
241033,female,24,1,25.0,0,< 1 year,yes,22340.0,152.0,247,0,20-30 años,1
241035,male,40,1,8.0,0,1-2 year,yes,90162.0,124.0,292,0,31-40 años,1
241036,male,27,1,13.0,0,1-2 year,yes,29470.0,26.0,206,0,20-30 años,1
241040,male,36,1,28.0,0,1-2 year,yes,43170.0,124.0,102,0,31-40 años,1
241041,female,56,1,28.0,0,> 2 years,yes,30217.0,124.0,259,1,51-60 años,1
241042,female,23,1,32.0,0,< 1 year,yes,29683.0,152.0,14,0,20-30 años,1
241048,male,30,1,28.0,0,1-2 year,yes,53049.0,154.0,155,1,20-30 años,1
241050,male,42,1,41.0,0,1-2 year,yes,36389.0,124.0,68,1,41-50 años,1
241051,female,53,1,47.0,0,1-2 year,yes,28802.0,26.0,257,1,51-60 años,1
241053,male,49,1,28.0,0,1-2 year,yes,22556.0,124.0,277,1,41-50 años,1
241054,female,73,1,28.0,0,1-2 year,yes,32607.0,122.0,94,0,60+ años,1
241055,female,48,1,14.0,0,1-2 year,yes,32918.0,124.0,170,0,41-50 años,1
241057,male,30,1,48.0,0,1-2 year,yes,2630.0,157.0,193,1,20-30 años,1
241058,male,35,1,29.0,0,1-2 year,yes,2630.0,124.0,20,1,31-40 años,1
241059,male,58,1,28.0,0,1-2 year,yes,22968.0,26.0,274,0,51-60 años,1
241063,male,51,1,46.0,0,1-2 year,yes,28922.0,26.0,66,0,51-60 años,1
241065,male,40,1,28.0,0,1-2 year,yes,2630.0,163.0,77,0,31-40 años,1
241066,male,57,1,1.0,0,1-2 year,yes,2630.0,26.0,100,0,51-60 años,1
241067,male,54,1,28.0,0,1-2 year,yes,39553.0,124.0,231,1,51-60 años,1
241070,female,38,1,28.0,0,1-2 year,yes,45749.0,124.0,20,0,31-40 años,1
241076,male,23,1,48.0,0,< 1 year,yes,2630.0,152.0,54,0,20-30 años,1
241077,male,25,1,40.0,0,< 1 year,yes,50161.0,152.0,298,0,20-30 años,1
241078,male,39,1,50.0,0,1-2 year,yes,20324.0,124.0,157,0,31-40 años,1
241079,male,28,1,34.0,0,< 1 year,yes,30708.0,151.0,58,0,20-30 años,1
241081,female,44,1,4.0,0,1-2 year,yes,23307.0,124.0,212,0,41-50 años,1
241082,male,34,1,45.0,0,1-2 year,yes,28727.0,124.0,117,1,31-40 años,1
241083,male,43,1,41.0,0,1-2 year,yes,39106.0,156.0,45,1,41-50 años,1
241087,female,44,1,28.0,0,1-2 year,yes,21773.0,26.0,117,0,41-50 años,1
241091,male,20,1,28.0,0,1-2 year,yes,2630.0,163.0,189,0,20-30 años,1
241094,male,51,1,20.0,0,1-2 year,yes,2630.0,156.0,258,0,51-60 años,1
241095,male,54,1,28.0,0,> 2 years,yes,33588.0,26.0,252,1,51-60 años,1
241096,female,28,1,28.0,0,1-2 year,yes,2630.0,156.0,38,0,20-30 años,1
241098,male,59,1,28.0,0,1-2 year,yes,42162.0,124.0,256,0,51-60 años,1
241099,male,38,1,28.0,0,1-2 year,yes,41177.0,52.0,235,0,31-40 años,1
241100,male,58,1,28.0,0,> 2 years,yes,38956.0,122.0,90,0,51-60 años,1
241102,female,36,1,9.0,0,1-2 year,yes,33686.0,26.0,276,0,31-40 años,1
241107,male,44,1,0.0,0,> 2 years,yes,2630.0,26.0,33,1,41-50 años,1
241108,male,64,1,50.0,0,1-2 year,yes,47845.0,124.0,191,0,60+ años,1
241110,female,56,1,28.0,0,1-2 year,yes,45678.0,124.0,211,0,51-60 años,1
241111,male,43,1,28.0,0,1-2 year,yes,2630.0,122.0,139,0,41-50 años,1
241113,female,72,1,13.0,0,1-2 year,yes,27015.0,150.0,86,0,60+ años,1
241115,female,45,1,28.0,0,1-2 year,yes,2630.0,26.0,284,1,41-50 años,1
241119,male,57,1,3.0,0,1-2 year,yes,2630.0,26.0,37,1,51-60 años,1
241120,male,39,1,15.0,0,1-2 year,yes,60596.0,26.0,66,0,31-40 años,1
241122,male,36,1,28.0,0,> 2 years,yes,42424.0,155.0,252,0,31-40 años,1
241126,male,41,1,28.0,0,1-2 year,yes,43639.0,124.0,88,0,41-50 años,1
241129,female,34,1,37.0,0,1-2 year,yes,32994.0,154.0,57,0,31-40 años,1
241130,male,66,1,7.0,0,1-2 year,yes,33041.0,24.0,54,0,60+ años,1
241133,female,26,1,30.0,0,< 1 year,yes,18668.0,152.0,77,0,20-30 años,1
241134,female,44,1,28.0,0,1-2 year,yes,35735.0,26.0,254,0,41-50 años,1
241136,male,46,1,39.0,0,1-2 year,yes,31542.0,26.0,259,1,41-50 años,1
241138,male,56,1,28.0,0,1-2 year,yes,41267.0,125.0,144,0,51-60 años,1
241141,male,42,1,40.0,0,1-2 year,yes,28045.0,122.0,175,1,41-50 años,1
241142,male,52,1,46.0,0,1-2 year,yes,60085.0,11.0,282,0,51-60 años,1
241144,male,54,1,46.0,0,1-2 year,yes,51966.0,124.0,40,0,51-60 años,1
241145,female,25,1,47.0,0,< 1 year,yes,51106.0,152.0,233,0,20-30 años,1
241148,male,40,1,28.0,0,1-2 year,yes,36231.0,26.0,114,1,31-40 años,1
241150,male,63,1,28.0,0,1-2 year,yes,27186.0,26.0,15,0,60+ años,1
241151,male,52,1,28.0,0,1-2 year,yes,23899.0,26.0,38,0,51-60 años,1
241154,male,53,1,41.0,0,1-2 year,yes,35915.0,26.0,210,0,51-60 años,1
241155,male,42,1,46.0,0,1-2 year,yes,42571.0,26.0,219,0,41-50 años,1
241156,male,41,1,46.0,0,1-2 year,yes,2630.0,124.0,263,0,41-50 años,1
241158,female,28,1,3.0,0,< 1 year,yes,30686.0,152.0,33,1,20-30 años,1
241159,female,22,1,8.0,0,< 1 year,yes,48063.0,152.0,32,0,20-30 años,1
241162,male,42,1,48.0,0,1-2 year,yes,2630.0,124.0,45,0,41-50 años,1
241165,male,29,1,45.0,0,< 1 year,yes,66399.0,124.0,29,1,20-30 años,1
241171,male,47,1,15.0,0,1-2 year,yes,39041.0,14.0,52,0,41-50 años,1
241173,female,23,1,37.0,0,< 1 year,yes,26170.0,152.0,221,0,20-30 años,1
241175,male,42,1,28.0,0,1-2 year,yes,36734.0,124.0,104,0,41-50 años,1
241176,female,25,1,40.0,0,< 1 year,yes,38885.0,152.0,225,0,20-30 años,1
241177,female,23,1,13.0,0,< 1 year,yes,26259.0,152.0,129,0,20-30 años,1
241178,female,47,1,28.0,0,> 2 years,yes,35885.0,124.0,194,1,41-50 años,1
241179,male,56,1,28.0,0,1-2 year,yes,36566.0,24.0,272,1,51-60 años,1
241180,male,38,1,28.0,0,1-2 year,yes,32263.0,124.0,117,0,31-40 años,1
241186,male,24,1,28.0,0,< 1 year,yes,50528.0,152.0,282,0,20-30 años,1
241189,male,63,1,50.0,0,1-2 year,yes,27863.0,8.0,55,0,60+ años,1
241192,male,63,1,28.0,0,1-2 year,yes,43381.0,26.0,245,0,60+ años,1
241193,male,39,1,28.0,0,1-2 year,yes,36886.0,26.0,39,0,31-40 años,1
241194,female,65,1,20.0,0,> 2 years,yes,2630.0,124.0,290,1,60+ años,1
241195,male,58,1,11.0,0,1-2 year,yes,25447.0,26.0,163,1,51-60 años,1
241196,male,27,1,8.0,0,< 1 year,yes,38294.0,152.0,65,1,20-30 años,1
241197,male,49,1,0.0,0,1-2 year,yes,2630.0,163.0,184,0,41-50 años,1
241200,male,73,1,28.0,0,1-2 year,yes,30858.0,26.0,261,1,60+ años,1
241203,female,63,1,50.0,0,1-2 year,yes,63250.0,25.0,55,0,60+ años,1
241204,female,20,1,49.0,0,< 1 year,yes,27276.0,160.0,235,1,20-30 años,1
241207,male,44,1,14.0,0,> 2 years,yes,39721.0,26.0,124,0,41-50 años,1
241209,female,25,1,19.0,0,1-2 year,yes,2630.0,156.0,31,0,20-30 años,1
241216,male,36,1,8.0,0,1-2 year,yes,2630.0,124.0,100,1,31-40 años,1
241220,female,52,1,28.0,0,> 2 years,yes,56295.0,24.0,31,0,51-60 años,1
241224,male,55,1,0.0,0,1-2 year,yes,2630.0,26.0,139,0,51-60 años,1
241227,female,23,1,28.0,0,< 1 year,yes,42238.0,152.0,216,0,20-30 años,1
241231,female,51,1,8.0,0,1-2 year,yes,2630.0,157.0,77,1,51-60 años,1
241232,female,62,1,6.0,0,1-2 year,yes,33840.0,124.0,241,0,60+ años,1
241234,female,54,1,28.0,0,> 2 years,yes,41990.0,26.0,59,0,51-60 años,1
241235,male,41,1,20.0,0,> 2 years,yes,2630.0,156.0,128,0,41-50 años,1
241243,male,47,1,8.0,0,1-2 year,yes,39238.0,26.0,54,0,41-50 años,1
241245,female,58,1,28.0,0,> 2 years,yes,34303.0,26.0,174,1,51-60 años,1
241247,male,47,1,41.0,0,1-2 year,yes,24911.0,26.0,167,0,41-50 años,1
241252,male,41,1,7.0,0,1-2 year,yes,39893.0,124.0,52,0,41-50 años,1
241253,male,41,1,28.0,0,1-2 year,yes,44279.0,42.0,153,0,41-50 años,1
241254,male,31,1,46.0,0,1-2 year,yes,2630.0,124.0,28,1,31-40 años,1
241255,male,61,1,28.0,0,1-2 year,yes,51611.0,124.0,15,0,60+ años,1
241256,male,22,1,46.0,0,< 1 year,yes,21162.0,152.0,54,0,20-30 años,1
241259,female,20,1,46.0,0,< 1 year,yes,41619.0,160.0,90,0,20-30 años,1
241260,male,34,1,47.0,0,1-2 year,yes,36264.0,124.0,77,1,31-40 años,1
241261,male,20,1,47.0,0,< 1 year,yes,44108.0,160.0,143,0,20-30 años,1
241263,female,37,1,35.0,0,1-2 year,yes,2630.0,156.0,293,0,31-40 años,1
241264,male,42,1,43.0,0,1-2 year,yes,38002.0,154.0,128,0,41-50 años,1
241265,female,21,1,29.0,0,< 1 year,yes,29503.0,160.0,93,0,20-30 años,1
241268,male,54,1,48.0,0,> 2 years,yes,2630.0,15.0,106,0,51-60 años,1
241269,male,62,1,28.0,0,1-2 year,yes,31635.0,124.0,252,0,60+ años,1
241271,male,43,1,0.0,0,1-2 year,yes,2630.0,124.0,257,0,41-50 años,1
241273,male,51,1,3.0,0,1-2 year,yes,35826.0,124.0,246,0,51-60 años,1
241275,female,32,1,13.0,0,1-2 year,yes,2630.0,157.0,107,0,31-40 años,1
241276,male,48,1,14.0,0,1-2 year,yes,19105.0,124.0,184,0,41-50 años,1
241279,female,64,1,41.0,0,1-2 year,yes,25415.0,26.0,105,1,60+ años,1
241280,male,66,1,48.0,0,1-2 year,yes,2630.0,15.0,94,0,60+ años,1
241281,female,50,1,28.0,0,1-2 year,yes,49239.0,122.0,125,0,41-50 años,1
241285,male,62,1,31.0,0,1-2 year,yes,2630.0,26.0,46,0,60+ años,1
241288,female,44,1,24.0,0,1-2 year,yes,27813.0,124.0,269,0,41-50 años,1
241289,male,54,1,8.0,0,1-2 year,yes,47976.0,7.0,49,0,51-60 años,1
241292,male,40,1,9.0,0,1-2 year,yes,2630.0,124.0,30,0,31-40 años,1
241298,male,51,1,19.0,0,> 2 years,yes,25451.0,26.0,263,1,51-60 años,1
241299,female,56,1,36.0,0,1-2 year,yes,24772.0,155.0,106,1,51-60 años,1
241300,male,44,1,28.0,0,1-2 year,yes,2630.0,52.0,25,1,41-50 años,1
241305,male,80,1,47.0,0,> 2 years,yes,25850.0,157.0,183,0,60+ años,1
241307,male,47,1,40.0,0,> 2 years,yes,21116.0,26.0,295,0,41-50 años,1
241308,female,22,1,45.0,0,< 1 year,yes,25169.0,160.0,13,0,20-30 años,1
241312,male,54,1,8.0,0,1-2 year,yes,44677.0,26.0,61,0,51-60 años,1
241315,male,38,1,28.0,0,1-2 year,yes,35017.0,154.0,291,0,31-40 años,1
241316,male,58,1,46.0,0,1-2 year,yes,27071.0,91.0,270,0,51-60 años,1
241318,male,79,1,28.0,0,1-2 year,yes,45863.0,25.0,52,0,60+ años,1
241320,male,45,1,28.0,0,1-2 year,yes,47264.0,26.0,132,1,41-50 años,1
241325,male,43,1,28.0,0,1-2 year,yes,43271.0,26.0,192,0,41-50 años,1
241326,male,41,1,28.0,0,1-2 year,yes,44742.0,124.0,122,1,41-50 años,1
241329,male,42,1,28.0,0,1-2 year,yes,27247.0,124.0,229,0,41-50 años,1
241330,male,46,1,28.0,0,1-2 year,yes,2630.0,124.0,102,1,41-50 años,1
241332,female,62,1,28.0,0,1-2 year,yes,36809.0,26.0,119,0,60+ años,1
241333,female,38,1,28.0,0,1-2 year,yes,28529.0,26.0,167,0,31-40 años,1
241338,female,46,1,46.0,0,1-2 year,yes,27078.0,124.0,267,0,41-50 años,1
241339,male,49,1,18.0,0,1-2 year,yes,26175.0,124.0,220,0,41-50 años,1
241340,male,55,1,8.0,0,1-2 year,yes,2630.0,26.0,254,0,51-60 años,1
241341,male,51,1,28.0,0,1-2 year,yes,46372.0,26.0,12,0,51-60 años,1
241342,male,56,1,45.0,0,> 2 years,yes,34879.0,122.0,238,0,51-60 años,1
241343,male,45,1,31.0,0,> 2 years,yes,2630.0,26.0,156,0,41-50 años,1
241344,male,38,1,28.0,0,1-2 year,yes,48233.0,31.0,157,0,31-40 años,1
241345,female,24,1,34.0,0,< 1 year,yes,2630.0,152.0,298,0,20-30 años,1
241346,male,23,1,8.0,0,< 1 year,yes,43097.0,160.0,266,0,20-30 años,1
241353,female,56,1,50.0,0,> 2 years,yes,45234.0,8.0,294,0,51-60 años,1
241356,female,20,1,39.0,0,< 1 year,yes,27566.0,160.0,135,0,20-30 años,1
241358,female,24,1,7.0,0,< 1 year,yes,37877.0,152.0,282,1,20-30 años,1
241361,male,44,1,28.0,0,1-2 year,yes,2630.0,26.0,178,0,41-50 años,1
241363,female,74,1,35.0,0,> 2 years,yes,2630.0,124.0,227,0,60+ años,1
241364,male,66,1,8.0,0,1-2 year,yes,54844.0,30.0,158,0,60+ años,1
241365,female,35,1,28.0,0,1-2 year,yes,42314.0,157.0,47,0,31-40 años,1
241366,male,38,1,47.0,0,> 2 years,yes,26003.0,26.0,223,0,31-40 años,1
241367,male,44,1,28.0,0,> 2 years,yes,45633.0,26.0,154,0,41-50 años,1
241368,female,48,1,28.0,0,1-2 year,yes,42818.0,26.0,151,0,41-50 años,1
241370,male,42,1,28.0,0,1-2 year,yes,56014.0,124.0,128,0,41-50 años,1
241371,female,54,1,29.0,0,1-2 year,yes,26743.0,135.0,154,0,51-60 años,1
241372,male,21,1,3.0,0,1-2 year,yes,2630.0,124.0,200,0,20-30 años,1
241373,male,21,1,15.0,0,< 1 year,yes,46046.0,152.0,265,0,20-30 años,1
241377,female,64,1,28.0,0,1-2 year,yes,58503.0,124.0,207,0,60+ años,1
241382,male,34,1,41.0,0,1-2 year,yes,52126.0,152.0,287,0,31-40 años,1
241385,male,49,1,47.0,0,1-2 year,yes,36957.0,124.0,241,0,41-50 años,1
241386,female,41,1,47.0,0,1-2 year,yes,30739.0,26.0,94,0,41-50 años,1
241387,female,37,1,28.0,0,1-2 year,yes,37064.0,26.0,287,0,31-40 años,1
241390,male,42,1,33.0,0,1-2 year,yes,36135.0,124.0,20,0,41-50 años,1
241392,male,34,1,41.0,0,1-2 year,yes,45091.0,12.0,194,0,31-40 años,1
241394,female,52,1,15.0,0,1-2 year,yes,47147.0,26.0,207,0,51-60 años,1
241396,female,22,1,36.0,0,1-2 year,yes,31259.0,124.0,45,0,20-30 años,1
241398,male,64,1,28.0,0,1-2 year,yes,64742.0,55.0,112,0,60+ años,1
241403,male,42,1,47.0,0,1-2 year,yes,40342.0,124.0,189,0,41-50 años,1
241405,female,47,1,28.0,0,1-2 year,yes,70744.0,124.0,84,0,41-50 años,1
241411,male,68,1,28.0,0,1-2 year,yes,45486.0,26.0,195,1,60+ años,1
241413,male,70,1,8.0,0,1-2 year,yes,2630.0,124.0,124,0,60+ años,1
241414,male,54,1,8.0,0,1-2 year,yes,40902.0,19.0,34,0,51-60 años,1
241415,female,74,1,38.0,0,1-2 year,yes,2630.0,26.0,159,0,60+ años,1
241418,male,21,1,16.0,0,< 1 year,yes,2630.0,163.0,114,0,20-30 años,1
241420,male,49,1,48.0,0,1-2 year,yes,2630.0,26.0,90,0,41-50 años,1
241422,female,61,1,41.0,0,1-2 year,yes,23058.0,26.0,255,0,60+ años,1
241423,male,35,1,18.0,0,1-2 year,yes,30175.0,154.0,268,1,31-40 años,1
241426,female,54,1,8.0,0,1-2 year,yes,41679.0,26.0,241,0,51-60 años,1
241428,male,57,1,28.0,0,1-2 year,yes,30257.0,13.0,277,0,51-60 años,1
241430,female,43,1,8.0,0,1-2 year,yes,35692.0,124.0,152,0,41-50 años,1
241431,male,40,1,28.0,0,1-2 year,yes,34825.0,154.0,251,1,31-40 años,1
241432,male,49,1,23.0,0,1-2 year,yes,29558.0,26.0,105,1,41-50 años,1
241434,male,43,1,46.0,0,1-2 year,yes,2630.0,156.0,110,0,41-50 años,1
241437,female,38,1,41.0,0,1-2 year,yes,35795.0,124.0,19,0,31-40 años,1
241439,female,38,1,28.0,0,1-2 year,yes,2630.0,13.0,235,1,31-40 años,1
241440,female,20,1,31.0,0,< 1 year,yes,2630.0,160.0,275,0,20-30 años,1
241441,female,55,1,18.0,0,1-2 year,yes,36828.0,26.0,204,0,51-60 años,1
241443,female,42,1,28.0,0,1-2 year,yes,43411.0,26.0,190,0,41-50 años,1
241444,female,21,1,28.0,0,1-2 year,yes,2630.0,155.0,172,1,20-30 años,1
241445,male,21,1,37.0,0,< 1 year,yes,33129.0,160.0,36,0,20-30 años,1
241449,male,39,1,46.0,0,1-2 year,yes,22703.0,124.0,43,1,31-40 años,1
241451,male,53,1,48.0,0,1-2 year,yes,2630.0,26.0,134,0,51-60 años,1
241454,male,29,1,28.0,0,1-2 year,yes,96248.0,157.0,172,0,20-30 años,1
241455,male,75,1,7.0,0,1-2 year,yes,57368.0,124.0,108,0,60+ años,1
241456,female,57,1,6.0,0,1-2 year,yes,2630.0,124.0,258,1,51-60 años,1
241457,male,37,1,41.0,0,1-2 year,yes,36625.0,154.0,117,0,31-40 años,1
241459,male,50,1,8.0,0,1-2 year,yes,90523.0,124.0,272,0,41-50 años,1
241461,male,50,1,28.0,0,1-2 year,yes,39381.0,124.0,30,1,41-50 años,1
241462,female,23,1,10.0,0,< 1 year,yes,2630.0,152.0,248,0,20-30 años,1
241465,male,52,1,28.0,0,> 2 years,yes,40999.0,124.0,72,1,51-60 años,1
241469,male,23,1,41.0,0,< 1 year,yes,2630.0,152.0,41,0,20-30 años,1
241470,male,43,1,28.0,0,1-2 year,yes,44656.0,124.0,118,0,41-50 años,1
241471,male,55,1,45.0,0,1-2 year,yes,33288.0,26.0,44,0,51-60 años,1
241472,female,59,1,8.0,0,1-2 year,yes,33033.0,124.0,117,0,51-60 años,1
241474,male,38,1,28.0,0,1-2 year,yes,42487.0,163.0,108,0,31-40 años,1
241475,male,70,1,41.0,0,1-2 year,yes,48387.0,26.0,175,0,60+ años,1
241481,male,21,1,36.0,0,< 1 year,yes,31050.0,152.0,38,0,20-30 años,1
241482,male,41,1,28.0,0,1-2 year,yes,45752.0,124.0,143,0,41-50 años,1
241485,male,41,1,28.0,0,1-2 year,yes,36660.0,124.0,28,1,41-50 años,1
241488,male,22,1,7.0,0,< 1 year,yes,2630.0,152.0,192,0,20-30 años,1
241489,male,20,1,43.0,0,< 1 year,yes,20753.0,160.0,210,0,20-30 años,1
241491,female,43,1,28.0,0,> 2 years,yes,38634.0,26.0,47,1,41-50 años,1
241492,male,24,1,28.0,0,< 1 year,yes,45813.0,152.0,136,0,20-30 años,1
241493,male,51,1,28.0,0,1-2 year,yes,78970.0,157.0,230,1,51-60 años,1
241496,male,63,1,28.0,0,1-2 year,yes,26913.0,122.0,163,0,60+ años,1
241498,female,68,1,28.0,0,1-2 year,yes,32042.0,157.0,221,1,60+ años,1
241500,male,29,1,46.0,0,1-2 year,yes,30544.0,124.0,10,0,20-30 años,1
241501,male,28,1,32.0,0,< 1 year,yes,2630.0,152.0,193,0,20-30 años,1
241502,male,35,1,28.0,0,1-2 year,yes,44054.0,124.0,270,0,31-40 años,1
241503,male,44,1,36.0,0,1-2 year,yes,2630.0,156.0,113,1,41-50 años,1
241505,male,54,1,11.0,0,> 2 years,yes,32042.0,124.0,279,0,51-60 años,1
241506,male,23,1,29.0,0,< 1 year,yes,63174.0,26.0,87,0,20-30 años,1
241508,female,55,1,28.0,0,> 2 years,yes,47962.0,122.0,173,0,51-60 años,1
241513,male,40,1,30.0,0,1-2 year,yes,22327.0,124.0,230,0,31-40 años,1
241515,male,35,1,48.0,0,1-2 year,yes,2630.0,124.0,141,0,31-40 años,1
241518,male,49,1,28.0,0,> 2 years,yes,59214.0,124.0,266,1,41-50 años,1
241521,male,57,1,28.0,0,1-2 year,yes,26073.0,26.0,286,0,51-60 años,1
241522,male,78,1,28.0,0,1-2 year,yes,24952.0,25.0,237,0,60+ años,1
241524,male,29,1,28.0,0,1-2 year,yes,32454.0,124.0,34,1,20-30 años,1
241526,female,27,1,7.0,0,1-2 year,yes,2630.0,157.0,271,0,20-30 años,1
241528,male,42,1,28.0,0,1-2 year,yes,45219.0,26.0,156,0,41-50 años,1
